Code,Name,Country,Exchange,Currency,Type,Isin,ticker,name
PV1,Provaris Energy Ltd,Australia,AU,AUD,Common Stock,AU0000222002,PV1,Provaris Energy Ltd
PVE,Po Valley Energy Ltd,Australia,AU,AUD,Common Stock,AU000000PVE9,PVE,Po Valley Energy Ltd
PVL,Powerhouse Ventures Ltd,Australia,AU,AUD,Common Stock,NZPVLE0001S6,PVL,Powerhouse Ventures Ltd
PVT,Pivotal Metals Ltd,Australia,AU,AUD,Common Stock,AU0000253965,PVT,Pivotal Metals Ltd
PVW,PVW Resources Ltd,Australia,AU,AUD,Common Stock,AU0000135188,PVW,PVW Resources Ltd
PWH,PWR Holdings Ltd,Australia,AU,AUD,Common Stock,AU000000PWH0,PWH,PWR Holdings Ltd
PWN,Parkway Corporate Ltd,Australia,AU,AUD,Common Stock,AU000000PWN8,PWN,Parkway Corporate Ltd
PWR,Peter Warren Automotive Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000143711,PWR,Peter Warren Automotive Holdings Ltd
PXA,Pexa Group Ltd,Australia,AU,AUD,Common Stock,AU0000158594,PXA,Pexa Group Ltd
PXX,Polarx Ltd,Australia,AU,AUD,Common Stock,AU000000PXX5,PXX,Polarx Ltd
PYC,PYC Therapeutics Ltd,Australia,AU,AUD,Common Stock,AU000000PYC7,PYC,PYC Therapeutics Ltd
QAL,Qualitas Ltd,Australia,AU,AUD,Common Stock,AU0000195265,QAL,Qualitas Ltd
QAN,Qantas Airways Ltd,Australia,AU,AUD,Common Stock,AU000000QAN2,QAN,Qantas Airways Ltd
QAU,Betashares Gold Bullion Currency Hedged ETF,Australia,AU,AUD,ETF,AU000000QAU7,QAU,Betashares Gold Bullion Currency Hedged ETF
QBE,QBE Insurance Group Ltd,Australia,AU,AUD,Common Stock,AU000000QBE9,QBE,QBE Insurance Group Ltd
QBTC,Betashares Bitcoin ETF,Australia,AU,AUD,ETF,AU0000379943,QBTC,Betashares Bitcoin ETF
QEM,QEM Ltd,Australia,AU,AUD,Common Stock,AU0000022246,QEM,QEM Ltd
QETH,Betashares Ethereum ETF,Australia,AU,AUD,ETF,AU0000379935,QETH,Betashares Ethereum ETF
QFE,Quickfee Ltd,Australia,AU,AUD,Common Stock,AU0000049025,QFE,Quickfee Ltd
QFN,Betashares Australian Financials Sector ETF,Australia,AU,AUD,ETF,AU000000QFN1,QFN,Betashares Australian Financials Sector ETF
QGL,Quantum Graphite Ltd,Australia,AU,AUD,Common Stock,AU000000QGL3,QGL,Quantum Graphite Ltd
QHAL,Vaneck MSCI International Quality (Aud Hedged) ETF,Australia,AU,AUD,ETF,AU0000041204,QHAL,Vaneck MSCI International Quality (Aud Hedged) ETF
QHSM,Vaneck MSCI Intl SML Comp Quality (Aud Hedged) ETF,Australia,AU,AUD,ETF,AU0000302846,QHSM,Vaneck MSCI Intl SML Comp Quality (Aud Hedged) ETF
QLTY,Betashares Global Quality Leaders ETF,Australia,AU,AUD,ETF,AU0000022089,QLTY,Betashares Global Quality Leaders ETF
QMAX,Betashares Nasdaq 100 Yield Maximiser Complex ETF,Australia,AU,AUD,ETF,AU0000238560,QMAX,Betashares Nasdaq 100 Yield Maximiser Complex ETF
QMIX,SPDR MSCI World Quality MIX ETF,Australia,AU,AUD,ETF,AU00000QMIX4,QMIX,SPDR MSCI World Quality MIX ETF
QML,Qmines Ltd,Australia,AU,AUD,Common Stock,AU0000141533,QML,Qmines Ltd
QNDQ,Betashares Nasdaq 100 EQUAL Weight ETF,Australia,AU,AUD,ETF,,QNDQ,Betashares Nasdaq 100 EQUAL Weight ETF
QOR,QORIA Ltd,Australia,AU,AUD,Common Stock,AU0000278491,QOR,QORIA Ltd
QOZ,Betashares Ftse Rafi Australia 200 ETF,Australia,AU,AUD,ETF,AU000000QOZ7,QOZ,Betashares Ftse Rafi Australia 200 ETF
QPM,QPM Energy Ltd,Australia,AU,AUD,Common Stock,AU0000122251,QPM,QPM Energy Ltd
QPON,Betashares Australian Bank Senior Floating Rate Bond ETF,Australia,AU,AUD,ETF,AU00000QPON6,QPON,Betashares Australian Bank Senior Floating Rate Bond ETF
QRE,Betashares Australian Resources Sector ETF,Australia,AU,AUD,ETF,AU000000QRE5,QRE,Betashares Australian Resources Sector ETF
QRI,Qualitas Real Estate Income Fund,Australia,AU,AUD,Common Stock,AU0000027310,QRI,Qualitas Real Estate Income Fund
QSML,Vaneck MSCI Intl Small Companies Quality ETF,Australia,AU,AUD,ETF,AU0000137804,QSML,Vaneck MSCI Intl Small Companies Quality ETF
QUAL,Vaneck MSCI International Quality ETF,Australia,AU,AUD,ETF,AU00000QUAL9,QUAL,Vaneck MSCI International Quality ETF
QUB,QUBE Holdings Ltd,Australia,AU,AUD,Common Stock,AU000000QUB5,QUB,QUBE Holdings Ltd
QUE,Queste Communications Ltd,Australia,AU,AUD,Common Stock,AU000000QUE9,QUE,Queste Communications Ltd
QUS,Betashares S&P 500 EQUAL Weight ETF,Australia,AU,AUD,ETF,AU000000QUS9,QUS,Betashares S&P 500 EQUAL Weight ETF
QXR,QX Resources Ltd,Australia,AU,AUD,Common Stock,AU0000108797,QXR,QX Resources Ltd
QYLD,Global X Nasdaq 100 Covered Call Complex ETF,Australia,AU,AUD,ETF,AU0000251886,QYLD,Global X Nasdaq 100 Covered Call Complex ETF
R3AL,Martin Currie Real Income Fund - Active ETF,Australia,AU,AUD,ETF,,R3AL,Martin Currie Real Income Fund - Active ETF
R8R,REGENER8 Resources NL,Australia,AU,AUD,Common Stock,AU0000222887,R8R,REGENER8 Resources NL
RAC,Race Oncology Ltd,Australia,AU,AUD,Common Stock,AU000000RAC3,RAC,Race Oncology Ltd
RAD,Radiopharm Theranostics Ltd,Australia,AU,AUD,Common Stock,AU0000181851,RAD,Radiopharm Theranostics Ltd
RAG,Ragnar Metals Ltd,Australia,AU,AUD,Common Stock,AU0000031304,RAG,Ragnar Metals Ltd
RAN,Range International Ltd,Australia,AU,AUD,Common Stock,AU000000RAN0,RAN,Range International Ltd
RARI,Russell Investments Australian Responsible Investment ETF,Australia,AU,AUD,ETF,AU00000RARI9,RARI,Russell Investments Australian Responsible Investment ETF
RAS,Ragusa Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000107898,RAS,Ragusa Minerals Ltd
RAU,Resouro Strategic Metals Inc,Australia,AU,AUD,Common Stock,,RAU,Resouro Strategic Metals Inc
RB6,RUBIX Resources Ltd,Australia,AU,AUD,Common Stock,AU0000189276,RB6,RUBIX Resources Ltd
RBD,Restaurant Brands New Zealand Ltd,Australia,AU,AUD,Common Stock,NZRBDE0001S1,RBD,Restaurant Brands New Zealand Ltd
RBR,RBR Group Ltd,Australia,AU,AUD,Common Stock,AU000000RBR9,RBR,RBR Group Ltd
RBTZ,Betashares Global Robotics and Artificial Intelligence ETF,Australia,AU,AUD,ETF,AU0000022055,RBTZ,Betashares Global Robotics and Artificial Intelligence ETF
RBX,Resource Base Ltd,Australia,AU,AUD,Common Stock,AU0000152803,RBX,Resource Base Ltd
RC1,Redcastle Resources Ltd,Australia,AU,AUD,Common Stock,AU0000199051,RC1,Redcastle Resources Ltd
RCAP,Resolution Cap Global Prop Sec Fund - Active ETF,Australia,AU,AUD,ETF,AU60WHT00154,RCAP,Resolution Cap Global Prop Sec Fund - Active ETF
RCB,Russell Investments Australian Select Corporate Bond ETF,Australia,AU,AUD,ETF,AU000000RCB1,RCB,Russell Investments Australian Select Corporate Bond ETF
RCE,Recce Pharmaceuticals Ltd,Australia,AU,AUD,Common Stock,AU000000RCE5,RCE,Recce Pharmaceuticals Ltd
RCL,Readcloud Ltd,Australia,AU,AUD,Common Stock,AU000000RCL0,RCL,Readcloud Ltd
RCMDB,Ordinary Fully Paid Deferred Settlement,Australia,AU,AUD,Common Stock,AU0000399958,RCMDB,Ordinary Fully Paid Deferred Settlement
RCR,Rincon Resources Ltd,Australia,AU,AUD,Common Stock,AU0000116352,RCR,Rincon Resources Ltd
RCT,Reef Casino Trust,Australia,AU,AUD,Common Stock,AU000000RCT3,RCT,Reef Casino Trust
RDG,Resource Development Group Ltd,Australia,AU,AUD,Common Stock,AU000000RDG8,RDG,Resource Development Group Ltd
RDM,Red Metal Ltd,Australia,AU,AUD,Common Stock,AU000000RDM6,RDM,Red Metal Ltd
RDN,Raiden Resources Ltd,Australia,AU,AUD,Common Stock,AU0000001661,RDN,Raiden Resources Ltd
RDS,Redstone Resources Ltd,Australia,AU,AUD,Common Stock,AU000000RDS3,RDS,Redstone Resources Ltd
RDV,Russell Investments High Dividend Australian Shares ETF,Australia,AU,AUD,ETF,AU000000RDV7,RDV,Russell Investments High Dividend Australian Shares ETF
RDX,REDOX Ltd,Australia,AU,AUD,Common Stock,AU0000284895,RDX,REDOX Ltd
RDY,Readytech Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000043002,RDY,Readytech Holdings Ltd
REA,REA Group Ltd,Australia,AU,AUD,Common Stock,AU000000REA9,REA,REA Group Ltd
REC,Recharge Metals Ltd,Australia,AU,AUD,Common Stock,AU0000170946,REC,Recharge Metals Ltd
REE,RAREX Ltd,Australia,AU,AUD,Common Stock,AU0000068579,REE,RAREX Ltd
REG,Regis Healthcare Ltd,Australia,AU,AUD,Common Stock,AU000000REG6,REG,Regis Healthcare Ltd
REH,Reece Ltd,Australia,AU,AUD,Common Stock,AU000000REH4,REH,Reece Ltd
REIT,Vaneck Ftse International Property (Aud Hedged) ETF,Australia,AU,AUD,ETF,AU0000041212,REIT,Vaneck Ftse International Property (Aud Hedged) ETF
REM,Remsense Technologies Ltd,Australia,AU,AUD,Common Stock,AU0000175820,REM,Remsense Technologies Ltd
REP,Ram Essential Services Property Fund,Australia,AU,AUD,Common Stock,AU0000180317,REP,Ram Essential Services Property Fund
REX,Regional Express Holdings Ltd,Australia,AU,AUD,Common Stock,AU000000REX1,REX,Regional Express Holdings Ltd
REY,REY Resources Ltd,Australia,AU,AUD,Common Stock,AU000000REY9,REY,REY Resources Ltd
REZ,Resources & Energy Group Ltd,Australia,AU,AUD,Common Stock,AU000000REZ6,REZ,Resources & Energy Group Ltd
RF1,Regal Investment Fund,Australia,AU,AUD,Common Stock,AU0000045585,RF1,Regal Investment Fund
RFF,Rural Funds Group,Australia,AU,AUD,Common Stock,AU000000RFF5,RFF,Rural Funds Group
RFG,Retail Food Group Ltd,Australia,AU,AUD,Common Stock,AU000000RFG3,RFG,Retail Food Group Ltd
RFT,Rectifier Technologies Ltd,Australia,AU,AUD,Common Stock,AU000000RFT6,RFT,Rectifier Technologies Ltd
RFX,Redflow Ltd,Australia,AU,AUD,Common Stock,AU000000RFX8,RFX,Redflow Ltd
RG8,Regal Asian Investments Ltd,Australia,AU,AUD,Common Stock,AU0000253510,RG8,Regal Asian Investments Ltd
RGB,Russell Investments Australian Government Bond ETF,Australia,AU,AUD,ETF,AU000000RGB2,RGB,Russell Investments Australian Government Bond ETF
RGL,Riversgold Ltd,Australia,AU,AUD,Common Stock,AU000000RGL1,RGL,Riversgold Ltd
RGN,Region Group,Australia,AU,AUD,Common Stock,AU0000253502,RGN,Region Group
RGOS,Russell Sust Global Opportunities Complex ETF,Australia,AU,AUD,ETF,,RGOS,Russell Sust Global Opportunities Complex ETF
RGT,Argent Biopharma Ltd,Australia,AU,AUD,Common Stock,AU000000MXC6,RGT,Argent Biopharma Ltd
RHC,Ramsay Health Care Ltd,Australia,AU,AUD,Common Stock,AU000000RHC8,RHC,Ramsay Health Care Ltd
RHI,Red Hill Minerals Ltd,Australia,AU,AUD,Common Stock,AU000000RHI5,RHI,Red Hill Minerals Ltd
RHT,Resonance Health Ltd,Australia,AU,AUD,Common Stock,AU000000RHT2,RHT,Resonance Health Ltd
RHY,RHYTHM Biosciences Ltd,Australia,AU,AUD,Common Stock,AU000000RHY2,RHY,RHYTHM Biosciences Ltd
RIC,Ridley Corporation Ltd,Australia,AU,AUD,Common Stock,AU000000RIC6,RIC,Ridley Corporation Ltd
RIE,Riedel Resources Ltd,Australia,AU,AUD,Common Stock,AU000000RIE2,RIE,Riedel Resources Ltd
RIIF,Resolution GBL Listed Infra Fund - Active ETF,Australia,AU,AUD,ETF,AU60WHT57253,RIIF,Resolution GBL Listed Infra Fund - Active ETF
RIL,Redivium Ltd,Australia,AU,AUD,Common Stock,AU0000310211,RIL,Redivium Ltd
RIM,Rimfire Pacific Mining Ltd,Australia,AU,AUD,Common Stock,AU000000RIM5,RIM,Rimfire Pacific Mining Ltd
RIO,RIO Tinto Ltd,Australia,AU,AUD,Common Stock,AU000000RIO1,RIO,RIO Tinto Ltd
RKB,Rokeby Resources Limited,Australia,AU,AUD,Common Stock,AU0000406746,RKB,Rokeby Resources Limited
RKN,Reckon Ltd,Australia,AU,AUD,Common Stock,AU000000RKN9,RKN,Reckon Ltd
RKT,Rocketdna Ltd,Australia,AU,AUD,Common Stock,AU0000282717,RKT,Rocketdna Ltd
RLC,Reedy Lagoon Corporation Ltd,Australia,AU,AUD,Common Stock,AU000000RLC0,RLC,Reedy Lagoon Corporation Ltd
RLF,RLF Agtech Ltd,Australia,AU,AUD,Common Stock,AU0000210726,RLF,RLF Agtech Ltd
RLG,Roolife Group Ltd,Australia,AU,AUD,Common Stock,AU0000069726,RLG,Roolife Group Ltd
RLL,Rapid Lithium Limited,Australia,AU,AUD,Common Stock,,RLL,Rapid Lithium Limited
RLT,Renergen Ltd,Australia,AU,AUD,Common Stock,AU0000046732,RLT,Renergen Ltd
RMBS,Vaneck Australian RMBS ETF,Australia,AU,AUD,ETF,AU0000391237,RMBS,Vaneck Australian RMBS ETF
RMC,Resimac Group Ltd,Australia,AU,AUD,Common Stock,AU0000033094,RMC,Resimac Group Ltd
RMD,Resmed Inc,Australia,AU,AUD,Common Stock,AU000000RMD6,RMD,Resmed Inc
RMI,Resource Mining Corporation Ltd,Australia,AU,AUD,Common Stock,AU000000RMI5,RMI,Resource Mining Corporation Ltd
RML,Resolution Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000067936,RML,Resolution Minerals Ltd
RMS,Ramelius Resources Ltd,Australia,AU,AUD,Common Stock,AU000000RMS4,RMS,Ramelius Resources Ltd
RMX,Red Mountain Mining Ltd,Australia,AU,AUD,Common Stock,AU000000RMX4,RMX,Red Mountain Mining Ltd
RMY,Rma Global Ltd,Australia,AU,AUD,Common Stock,AU0000013906,RMY,Rma Global Ltd
RND,Rand Mining Ltd,Australia,AU,AUD,Common Stock,AU000000RND4,RND,Rand Mining Ltd
RNT,Rent.com.Au Ltd,Australia,AU,AUD,Common Stock,AU000000RNT0,RNT,Rent.com.Au Ltd
RNU,Renascor Resources Ltd,Australia,AU,AUD,Common Stock,AU000000RNU8,RNU,Renascor Resources Ltd
RNV,Renerve Ltd,Australia,AU,AUD,ETF,,RNV,Renerve Ltd
RNX,Renegade Exploration Ltd,Australia,AU,AUD,Common Stock,AU0000009839,RNX,Renegade Exploration Ltd
ROBO,Global X Robo Global Robotics & Automation ETF,Australia,AU,AUD,ETF,AU00000ROBO2,ROBO,Global X Robo Global Robotics & Automation ETF
ROC,Rocketboots Ltd,Australia,AU,AUD,Common Stock,AU0000182545,ROC,Rocketboots Ltd
ROG,Red Sky Energy Ltd,Australia,AU,AUD,Common Stock,AU000000ROG5,ROG,Red Sky Energy Ltd
RON,Ronin Resources Ltd,Australia,AU,AUD,Common Stock,AU0000188849,RON,Ronin Resources Ltd
ROYL,Betashares Global Royalties ETF,Australia,AU,AUD,ETF,AU0000233397,ROYL,Betashares Global Royalties ETF
RPG,Raptis Group Ltd,Australia,AU,AUD,Common Stock,AU000000RPG2,RPG,Raptis Group Ltd
RPL,Regal Partners Ltd,Australia,AU,AUD,Common Stock,AU0000226300,RPL,Regal Partners Ltd
RPM,RPM Automotive Group Ltd,Australia,AU,AUD,Common Stock,AU0000051708,RPM,RPM Automotive Group Ltd
RR1,Reach Resources Ltd,Australia,AU,AUD,Common Stock,AU0000186249,RR1,Reach Resources Ltd
RRL,Regis Resources Ltd,Australia,AU,AUD,Common Stock,AU000000RRL8,RRL,Regis Resources Ltd
RRR,Revolver Resources Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000169559,RRR,Revolver Resources Holdings Ltd
RSG,Resolute Mining Ltd,Australia,AU,AUD,Common Stock,AU000000RSG6,RSG,Resolute Mining Ltd
RSM,Russell Investments Australian Semi-Government Bond ETF,Australia,AU,AUD,ETF,AU000000RSM4,RSM,Russell Investments Australian Semi-Government Bond ETF
RSSL,Global X Russell 2000 ETF,Australia,AU,AUD,ETF,AU0000379604,RSSL,Global X Russell 2000 ETF
RTG,RTG Mining Inc,Australia,AU,AUD,Common Stock,AU000000RTG4,RTG,RTG Mining Inc
RTH,Ras Technology Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000186496,RTH,Ras Technology Holdings Ltd
RTR,Rumble Resources Ltd,Australia,AU,AUD,Common Stock,AU000000RTR1,RTR,Rumble Resources Ltd
RUL,Rpmglobal Holdings Ltd,Australia,AU,AUD,Common Stock,AU000000RUL2,RUL,Rpmglobal Holdings Ltd
RVT,Richmond Vanadium Technology Ltd,Australia,AU,AUD,Common Stock,AU0000248429,RVT,Richmond Vanadium Technology Ltd
RWC,Reliance Worldwide Corporation Ltd,Australia,AU,AUD,Common Stock,AU000000RWC7,RWC,Reliance Worldwide Corporation Ltd
RWD,Reward Minerals Ltd,Australia,AU,AUD,Common Stock,AU000000RWD5,RWD,Reward Minerals Ltd
RWL,Rubicon Water Ltd,Australia,AU,AUD,Common Stock,AU0000170391,RWL,Rubicon Water Ltd
RXH,Rewardle Holdings Ltd,Australia,AU,AUD,Common Stock,AU000000RXH4,RXH,Rewardle Holdings Ltd
RXL,ROX Resources Ltd,Australia,AU,AUD,Common Stock,AU000000RXL6,RXL,ROX Resources Ltd
RXR,ROBEX Resources Inc,Australia,AU,AUD,Common Stock,AU0000394082,RXR,ROBEX Resources Inc
RYD,Ryder Capital Ltd,Australia,AU,AUD,Common Stock,AU000000RYD1,RYD,Ryder Capital Ltd
RZI,RAIZ Invest Ltd,Australia,AU,AUD,Common Stock,AU0000010761,RZI,RAIZ Invest Ltd
S2R,S2 Resources Ltd,Australia,AU,AUD,Common Stock,AU000000S2R9,S2R,S2 Resources Ltd
S32,SOUTH32 Ltd,Australia,AU,AUD,Common Stock,AU000000S320,S32,SOUTH32 Ltd
S3GO,Firetrail S3 Global Opps Fund - Active ETF,Australia,AU,AUD,ETF,AU60WHT77947,S3GO,Firetrail S3 Global Opps Fund - Active ETF
S66,Star Combo Pharma Ltd,Australia,AU,AUD,Common Stock,AU0000004798,S66,Star Combo Pharma Ltd
SB2,Salter Brothers Emerging Companies Ltd,Australia,AU,AUD,Common Stock,AU0000149429,SB2,Salter Brothers Emerging Companies Ltd
SBM,ST Barbara Ltd,Australia,AU,AUD,Common Stock,AU000000SBM8,SBM,ST Barbara Ltd
SBR,Sabre Resources Ltd,Australia,AU,AUD,Common Stock,AU000000SBR7,SBR,Sabre Resources Ltd
SCG,Scentre Group,Australia,AU,AUD,Common Stock,AU000000SCG8,SCG,Scentre Group
SCN,Scorpion Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000033326,SCN,Scorpion Minerals Ltd
SCP,Scalare Partners Holdings Ltd,Australia,AU,AUD,Common Stock,,SCP,Scalare Partners Holdings Ltd
SCT,Scout Security Ltd,Australia,AU,AUD,Common Stock,AU000000SCT1,SCT,Scout Security Ltd
SDF,Steadfast Group Ltd,Australia,AU,AUD,Common Stock,AU000000SDF8,SDF,Steadfast Group Ltd
SDI,SDI Ltd,Australia,AU,AUD,Common Stock,AU000000SDI2,SDI,SDI Ltd
SDR,Siteminder Ltd,Australia,AU,AUD,Common Stock,AU0000183543,SDR,Siteminder Ltd
SDV,Scidev Ltd,Australia,AU,AUD,Common Stock,AU000000SDV5,SDV,Scidev Ltd
SEC,Spheria Emerging Companies Ltd,Australia,AU,AUD,Common Stock,AU000000SEC3,SEC,Spheria Emerging Companies Ltd
SEG,Sports Entertainment Group Ltd,Australia,AU,AUD,Common Stock,AU0000121907,SEG,Sports Entertainment Group Ltd
SEK,Seek Ltd,Australia,AU,AUD,Common Stock,AU000000SEK6,SEK,Seek Ltd
SEMI,Global X Semiconductor ETF,Australia,AU,AUD,ETF,AU0000169120,SEMI,Global X Semiconductor ETF
SEN,Senetas Corporation Ltd,Australia,AU,AUD,Common Stock,AU000000SEN0,SEN,Senetas Corporation Ltd
SEQ,Sequoia Financial Group Ltd,Australia,AU,AUD,Common Stock,AU000000SEQ3,SEQ,Sequoia Financial Group Ltd
SER,Strategic Energy Resources Ltd,Australia,AU,AUD,Common Stock,AU000000SER1,SER,Strategic Energy Resources Ltd
SFC,Schaffer Corporation Ltd,Australia,AU,AUD,Common Stock,AU000000SFC0,SFC,Schaffer Corporation Ltd
SFG,Seafarms Group Ltd,Australia,AU,AUD,Common Stock,AU000000SFG1,SFG,Seafarms Group Ltd
SFM,Santa Fe Minerals Ltd,Australia,AU,AUD,Common Stock,AU000000SFM9,SFM,Santa Fe Minerals Ltd
SFR,Sandfire Resources Ltd,Australia,AU,AUD,Common Stock,AU000000SFR8,SFR,Sandfire Resources Ltd
SFX,Sheffield Resources Ltd,Australia,AU,AUD,Common Stock,AU000000SFX6,SFX,Sheffield Resources Ltd
SFY,SPDR S&P/ASX 50 ETF,Australia,AU,AUD,ETF,AU000000SFY4,SFY,SPDR S&P/ASX 50 ETF
SGA,Sarytogan Graphite Ltd,Australia,AU,AUD,Common Stock,AU0000212136,SGA,Sarytogan Graphite Ltd
SGH,SGH Ltd,Australia,AU,AUD,Common Stock,AU000000SVW5,SGH,SGH Ltd
SGI,Stealth Group Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000022238,SGI,Stealth Group Holdings Ltd
SGLLV,Ricegrowers Ltd,Australia,AU,AUD,Common Stock,AU0000040982,SGLLV,Ricegrowers Ltd
SGM,Sims Ltd,Australia,AU,AUD,Common Stock,AU000000SGM7,SGM,Sims Ltd
SGP,Stockland,Australia,AU,AUD,Common Stock,AU000000SGP0,SGP,Stockland
SGQ,ST George Mining Ltd,Australia,AU,AUD,Common Stock,AU000000SGQ8,SGQ,ST George Mining Ltd
SGR,The Star Entertainment Group Ltd,Australia,AU,AUD,Common Stock,AU000000SGR6,SGR,The Star Entertainment Group Ltd
SHA,Shape Australia Corporation Ltd,Australia,AU,AUD,Common Stock,AU0000189292,SHA,Shape Australia Corporation Ltd
SHE,Stonehorse Energy Ltd,Australia,AU,AUD,Common Stock,AU0000054900,SHE,Stonehorse Energy Ltd
SHG,Singular Health Group Ltd,Australia,AU,AUD,Common Stock,AU0000129892,SHG,Singular Health Group Ltd
SHJ,Shine Justice Ltd,Australia,AU,AUD,Common Stock,AU000000SHJ1,SHJ,Shine Justice Ltd
SHL,Sonic Healthcare Ltd,Australia,AU,AUD,Common Stock,AU000000SHL7,SHL,Sonic Healthcare Ltd
SHM,Shriro Holdings Ltd,Australia,AU,AUD,Common Stock,AU000000SHM5,SHM,Shriro Holdings Ltd
SHN,Sunshine Metals Ltd,Australia,AU,AUD,Common Stock,AU0000121808,SHN,Sunshine Metals Ltd
SHO,Sportshero Ltd,Australia,AU,AUD,Common Stock,AU000000SHO1,SHO,Sportshero Ltd
SHP,South HARZ Potash Ltd,Australia,AU,AUD,Common Stock,AU0000151680,SHP,South HARZ Potash Ltd
SHPDB,Ordinary Fully Paid Deferred Settlement,Australia,AU,AUD,Common Stock,AU0000411712,SHPDB,Ordinary Fully Paid Deferred Settlement
SHV,Select Harvests Ltd,Australia,AU,AUD,Common Stock,AU000000SHV6,SHV,Select Harvests Ltd
SIG,Sigma Healthcare Ltd,Australia,AU,AUD,Common Stock,AU000000SIG5,SIG,Sigma Healthcare Ltd
SIO,Simonds Group Ltd,Australia,AU,AUD,Common Stock,AU000000SIO9,SIO,Simonds Group Ltd
SIQ,Smartgroup Corporation Ltd,Australia,AU,AUD,Common Stock,AU000000SIQ4,SIQ,Smartgroup Corporation Ltd
SIS,Simble Solutions Ltd,Australia,AU,AUD,Common Stock,AU000000SIS0,SIS,Simble Solutions Ltd
SIT,Site Group International Ltd,Australia,AU,AUD,Common Stock,AU000000SIT8,SIT,Site Group International Ltd
SIV,SIV Capital Ltd,Australia,AU,AUD,Common Stock,AU000000SIV4,SIV,SIV Capital Ltd
SIX,Sprintex Ltd,Australia,AU,AUD,Common Stock,AU000000SIX0,SIX,Sprintex Ltd
SKC,Skycity Entertainment Group Ltd,Australia,AU,AUD,Common Stock,NZSKCE0001S2,SKC,Skycity Entertainment Group Ltd
SKK,Stakk Ltd,Australia,AU,AUD,ETF,,SKK,Stakk Ltd
SKM,Skylark Minerals Ltd,Australia,AU,AUD,Common Stock,,SKM,Skylark Minerals Ltd
SKN,Skin Elements Ltd,Australia,AU,AUD,Common Stock,AU000000SKN7,SKN,Skin Elements Ltd
SKO,Serko Ltd,Australia,AU,AUD,Common Stock,NZSKOE0001S7,SKO,Serko Ltd
SKS,SKS Technologies Group Ltd,Australia,AU,AUD,Common Stock,AU0000124901,SKS,SKS Technologies Group Ltd
SKT,Sky Network Television Ltd,Australia,AU,AUD,Common Stock,NZSKTE0001S6,SKT,Sky Network Television Ltd
SKUK,HEJAZ Sukuk Active ETF,Australia,AU,AUD,ETF,AU0000300840,SKUK,HEJAZ Sukuk Active ETF
SKY,SKY Metals Ltd,Australia,AU,AUD,Common Stock,AU0000049637,SKY,SKY Metals Ltd
SLA,Solara Minerals Ltd,Australia,AU,AUD,Common Stock,,SLA,Solara Minerals Ltd
SLB,Stelar Metals Ltd,Australia,AU,AUD,Common Stock,AU0000207268,SLB,Stelar Metals Ltd
SLC,Superloop Ltd,Australia,AU,AUD,Common Stock,AU000000SLC8,SLC,Superloop Ltd
SLF,SPDR S&P/ASX 200 Listed Property ETF,Australia,AU,AUD,ETF,AU000000SLF1,SLF,SPDR S&P/ASX 200 Listed Property ETF
SLH,Silk Logistics Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000157083,SLH,Silk Logistics Holdings Ltd
SLM,Solis Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000189029,SLM,Solis Minerals Ltd
SLS,Solstice Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000214157,SLS,Solstice Minerals Ltd
SLX,SILEX Systems Ltd,Australia,AU,AUD,Common Stock,AU000000SLX4,SLX,SILEX Systems Ltd
SLZ,Sultan Resources Ltd,Australia,AU,AUD,Common Stock,AU0000016883,SLZ,Sultan Resources Ltd
SM1,Synlait Milk Ltd,Australia,AU,AUD,Common Stock,NZSMLE0001S9,SM1,Synlait Milk Ltd
SMI,Santana Minerals Ltd,Australia,AU,AUD,Common Stock,AU000000SMI3,SMI,Santana Minerals Ltd
SMLL,Betashares Australian Small Companies Select ETF,Australia,AU,AUD,ETF,AU00000SMLL9,SMLL,Betashares Australian Small Companies Select ETF
SMM,Somerset Minerals Ltd,Australia,AU,AUD,Common Stock,,SMM,Somerset Minerals Ltd
SMN,Structural Monitoring Systems Plc,Australia,AU,AUD,Common Stock,AU000000SMN3,SMN,Structural Monitoring Systems Plc
SMP,Smartpay Holdings Ltd,Australia,AU,AUD,Common Stock,NZDMBE0001S2,SMP,Smartpay Holdings Ltd
SMR,Stanmore Resources Ltd,Australia,AU,AUD,Common Stock,AU000000SMR4,SMR,Stanmore Resources Ltd
SMS,Star Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000168874,SMS,Star Minerals Ltd
SMX,Strata Minerals Ltd,Australia,AU,AUD,Common Stock,,SMX,Strata Minerals Ltd
SNAS,Global X Ultra Short Nasdaq 100 Complex ETF,Australia,AU,AUD,ETF,AU0000087736,SNAS,Global X Ultra Short Nasdaq 100 Complex ETF
